Date,daily_cases,daily_cases_7d_avg
2020-05-21,642.0,701
2020-05-22,652.0,682
2020-05-23,669.0,652
2020-05-24,531.0,632
2020-05-25,300.0,610
2020-05-26,397.0,551
2020-05-27,584.0,539
2020-05-28,593.0,532
2020-05-29,516.0,513
2020-05-30,416.0,477
2020-05-31,333.0,448
2020-06-01,200.0,434
2020-06-02,318.0,423
2020-06-03,321.0,385
2020-06-04,177.0,326
2020-06-05,518.0,326
2020-06-06,270.0,305
2020-06-07,197.0,286
2020-06-08,280.0,297
2020-06-09,283.0,292
2020-06-10,202.0,275
2020-06-11,379.0,304
2020-06-12,163.0,253
2020-06-13,346.0,264
2020-06-14,338.0,284
2020-06-15,301.0,287
2020-06-16,210.0,277
2020-06-17,328.0,295
2020-06-18,331.0,288
2020-06-19,-148.0,244
2020-06-20,264.0,232
2020-06-21,224.0,216
2020-06-22,221.0,204
2020-06-23,113.0,190
2020-06-24,577.0,226
2020-06-25,296.0,221
2020-06-26,255.0,279
2020-06-27,175.0,266
2020-06-28,174.0,259
2020-06-29,126.0,245
2020-06-30,142.0,249
2020-07-01,182.0,193
2020-07-02,201.0,179
2020-07-03,223.0,175
2020-07-04,235.0,183
2020-07-05,192.0,186
2020-07-06,208.0,198
2020-07-07,137.0,197
2020-07-08,193.0,198
2020-07-09,214.0,200
2020-07-10,276.0,208
2020-07-11,188.0,201
2020-07-12,234.0,207
2020-07-13,169.0,202
2020-07-14,114.0,198
2020-07-15,162.0,194
2020-07-16,230.0,196
2020-07-17,231.0,190
2020-07-18,249.0,198
2020-07-19,218.0,196
2020-07-20,190.0,199
2020-07-21,128.0,201
2020-07-22,280.0,218
2020-07-23,306.0,229
2020-07-24,252.0,232
2020-07-25,274.0,235
2020-07-26,254.0,241
2020-07-27,168.0,237
2020-07-28,202.0,248
2020-07-29,288.0,249
2020-07-30,382.0,260
2020-07-31,379.0,278
2020-08-01,295.0,281
2020-08-02,238.0,279
2020-08-03,159.0,278
2020-08-04,190.0,276
2020-08-05,384.0,290
2020-08-06,401.0,292
2020-08-07,552.0,317
2020-08-08,347.0,324
2020-08-09,463.0,357
2020-08-10,259.0,371
2020-08-11,412.0,403
2020-08-12,476.0,416
2020-08-13,522.0,433
2020-08-14,574.0,436
2020-08-15,629.0,476
2020-08-16,477.0,478
2020-08-17,320.0,487
2020-08-18,401.0,486
2020-08-19,642.0,509
2020-08-20,840.0,555
2020-08-21,947.0,608
2020-08-22,1071.0,671
2020-08-23,1209.0,776
2020-08-24,953.0,866
2020-08-25,876.0,934
2020-08-26,1366.0,1037
2020-08-27,1409.0,1119
2020-08-28,1460.0,1192
2020-08-29,1444.0,1245
2020-08-30,1365.0,1268
2020-08-31,996.0,1274
2020-09-01,975.0,1288
2020-09-02,1326.0,1282
2020-09-03,1397.0,1280
2020-09-04,1732.0,1319
2020-09-05,1694.0,1355
2020-09-06,1296.0,1345
2020-09-07,1150.0,1367
2020-09-08,1369.0,1423
2020-09-09,1430.0,1438
2020-09-10,1597.0,1467
2020-09-11,1616.0,1450
2020-09-12,1501.0,1423
2020-09-13,1456.0,1446
2020-09-14,1008.0,1425
2020-09-15,1229.0,1405
2020-09-16,1452.0,1408
2020-09-17,1583.0,1406
2020-09-18,1907.0,1448
2020-09-19,1637.0,1467
2020-09-20,1587.0,1486
2020-09-21,1350.0,1535
2020-09-22,1391.0,1558
2020-09-23,1640.0,1585
2020-09-24,1786.0,1614
2020-09-25,1912.0,1615
2020-09-26,1869.0,1648
2020-09-27,1766.0,1673
2020-09-28,1494.0,1694
2020-09-29,1647.0,1731
2020-09-30,1850.0,1761
2020-10-01,2548.0,1869
2020-10-02,2499.0,1953
2020-10-03,2843.0,2092
2020-10-04,2578.0,2208
2020-10-05,2257.0,2317
2020-10-06,2677.0,2465
2020-10-07,3677.0,2726
2020-10-08,4458.0,2998
2020-10-09,5372.0,3409
2020-10-10,5724.0,3820
2020-10-11,5456.0,4232
2020-10-12,4619.0,4569
2020-10-13,5898.0,5029
2020-10-14,7332.0,5551
2020-10-15,8803.0,6172
2020-10-16,10009.0,6834
2020-10-17,10925.0,7577
2020-10-18,11705.0,8470
2020-10-19,9337.0,9144
2020-10-20,10871.0,9855
2020-10-21,15199.0,10978
2020-10-22,16078.0,12018
2020-10-23,19143.0,13323
2020-10-24,19640.0,14568
2020-10-25,21273.0,15934
2020-10-26,17007.0,17030
2020-10-27,21989.0,18618
2020-10-28,24988.0,20017
2020-10-29,26829.0,21553
2020-10-30,31079.0,23258
2020-10-31,31756.0,24989
2020-11-01,29905.0,26222
2020-11-02,22253.0,26971
2020-11-03,28241.0,27864
2020-11-04,30548.0,28659
2020-11-05,34502.0,29755
2020-11-06,37802.0,30715
2020-11-07,39809.0,31866
2020-11-08,32614.0,32253
2020-11-09,25269.0,32684
2020-11-10,35090.0,33662
2020-11-11,32961.0,34007
2020-11-12,37977.0,34503
2020-11-13,40902.0,34946
2020-11-14,37249.0,34580
2020-11-15,33977.0,34775
2020-11-16,27352.0,35073
2020-11-17,32191.0,34658
2020-11-18,34280.0,34847
2020-11-19,36176.0,34590
2020-11-20,37239.0,34066
2020-11-21,34764.0,33711
2020-11-22,28337.0,32906
2020-11-23,22927.0,32273
2020-11-24,23227.0,30993
2020-11-25,25852.0,29789
2020-11-26,29001.0,28764
2020-11-27,28342.0,27493
2020-11-28,26315.0,26286
2020-11-29,20646.0,25187
2020-11-30,16376.0,24251
2020-12-01,19347.0,23697
2020-12-02,20709.0,22962
2020-12-03,23219.0,22136
2020-12-04,24110.0,21532
2020-12-05,21052.0,20780
2020-12-06,18887.0,20529
2020-12-07,13679.0,20143
2020-12-08,14837.0,19499
2020-12-09,12755.0,18363
2020-12-10,16998.0,17474
2020-12-11,18726.0,16705
2020-12-12,19902.0,16541
2020-12-13,17937.0,16405
2020-12-14,12025.0,16169
2020-12-15,14839.0,16169
2020-12-16,17568.0,16856
2020-12-17,18233.0,17033
2020-12-18,15401.0,16558
2020-12-19,16305.0,16044
2020-12-20,15102.0,15639
2020-12-21,10869.0,15474
2020-12-22,13316.0,15256
2020-12-23,13908.0,14733
2020-12-24,18039.0,14706
2020-12-25,19037.0,15225
2020-12-26,10405.0,14382
2020-12-27,8937.0,13502
2020-12-28,8581.0,13175
2020-12-29,11210.0,12874
2020-12-30,16202.0,13202
2020-12-31,23477.0,13978
2021-01-01,22210.0,14432
2021-01-02,11825.0,14635
2021-01-03,14245.0,15393
2021-01-04,10798.0,15710
2021-01-05,15375.0,16305
2021-01-06,20326.0,16894
2021-01-07,18416.0,16171
2021-01-08,17529.0,15502
2021-01-09,19976.0,16666
2021-01-10,18625.0,17292
2021-01-11,12530.0,17540
2021-01-12,14242.0,17378
2021-01-13,15773.0,16727
2021-01-14,17243.0,16560
2021-01-15,16144.0,16362
2021-01-16,16310.0,15838
2021-01-17,12544.0,14969
2021-01-18,8825.0,14440
2021-01-19,10496.0,13905
2021-01-20,13568.0,13590
2021-01-21,14055.0,13135
2021-01-22,13633.0,12776
2021-01-23,13331.0,12350
2021-01-24,11628.0,12219
2021-01-25,8559.0,12181
2021-01-26,10584.0,12194
2021-01-27,15191.0,12426
2021-01-28,14360.0,12469
2021-01-29,13563.0,12459
2021-01-30,12713.0,12371
2021-01-31,11249.0,12317
2021-02-01,7925.0,12226
2021-02-02,9651.0,12093
2021-02-03,13182.0,11806
2021-02-04,13656.0,11706
2021-02-05,14213.0,11798
2021-02-06,13439.0,11902
2021-02-07,11640.0,11958
2021-02-08,7969.0,11964
2021-02-09,10612.0,12102
2021-02-10,12947.0,12068
2021-02-11,15137.0,12280
2021-02-12,13893.0,12234
2021-02-13,13523.0,12246
2021-02-14,11060.0,12163
2021-02-15,7344.0,12074
2021-02-16,10368.0,12039
2021-02-17,12066.0,11913
2021-02-18,13755.0,11716
2021-02-19,15470.0,11941
2021-02-20,14914.0,12140
2021-02-21,13450.0,12481
2021-02-22,9617.0,12806
2021-02-23,13299.0,13224
2021-02-24,16402.0,13844
2021-02-25,19871.0,14718
2021-02-26,20488.0,15434
2021-02-27,18902.0,16004
2021-02-28,17440.0,16574
2021-03-01,13106.0,17073
2021-03-02,17063.0,17610
2021-03-03,20840.0,18244
2021-03-04,22845.0,18669
2021-03-05,24010.0,19172
2021-03-06,23633.0,19848
2021-03-07,20724.0,20317
2021-03-08,13882.0,20428
2021-03-09,19725.0,20808
2021-03-10,22275.0,21013
2021-03-11,25649.0,21414
2021-03-12,26790.0,21811
2021-03-13,26031.0,22154
2021-03-14,21304.0,22237
2021-03-15,15252.0,22432
2021-03-16,20376.0,22525
2021-03-17,23040.0,22635
2021-03-18,24901.0,22528
2021-03-19,25707.0,22373
2021-03-20,23913.0,22070
2021-03-21,20045.0,21891
2021-03-22,24501.0,23212
2021-03-23,18739.0,22978
2021-03-24,21246.0,22722
2021-03-25,23681.0,22547
2021-03-26,24076.0,22314
2021-03-27,23834.0,22303
2021-03-28,19604.0,22240
2021-03-29,12900.0,20583
2021-03-30,16055.0,20199
2021-03-31,23887.0,20577
2021-04-01,22184.0,20363
2021-04-02,21917.0,20054
2021-04-03,21247.0,19685
2021-04-04,18017.0,19458
2021-04-05,10680.0,19141
2021-04-06,7763.0,17956
2021-04-07,13686.0,16499
2021-04-08,17209.0,15788
2021-04-09,18924.0,15361
2021-04-10,17551.0,14833
2021-04-11,15737.0,14507
2021-04-12,9780.0,14379
2021-04-13,13439.0,15189
2021-04-14,16160.0,15543
2021-04-15,16963.0,15508
2021-04-16,15923.0,15079
2021-04-17,15364.0,14767
2021-04-18,12688.0,14331
2021-04-19,8863.0,14200
2021-04-20,12069.0,14004
2021-04-21,13836.0,13672
2021-04-22,16046.0,13541
2021-04-23,14758.0,13375
2021-04-24,13814.0,13153
2021-04-25,13157.0,13220
2021-04-26,8440.0,13160
2021-04-27,10398.0,12921
2021-04-28,13382.0,12856
2021-04-29,14314.0,12609
2021-04-30,13445.0,12421
2021-05-01,12964.0,12300
2021-05-02,9145.0,11727
2021-05-03,5946.0,11371
2021-05-04,9113.0,11187
2021-05-05,10579.0,10787
2021-05-06,11798.0,10427
2021-05-07,10549.0,10013
2021-05-08,10174.0,9615
2021-05-09,8289.0,9493
2021-05-10,5077.0,9368
2021-05-11,6943.0,9058
2021-05-12,7848.0,8668
2021-05-13,8082.0,8137
2021-05-14,7562.0,7711
2021-05-15,6652.0,7208
2021-05-16,5748.0,6845
2021-05-17,3454.0,6613
2021-05-18,4449.0,6256
2021-05-19,5500.0,5921
2021-05-20,5736.0,5586
2021-05-21,5215.0,5251
2021-05-22,4714.0,4974
2021-05-23,3993.0,4723
2021-05-24,2489.0,4585
2021-05-25,3220.0,4410
2021-05-26,3935.0,4186
2021-05-27,4143.0,3958
2021-05-28,3737.0,3747
2021-05-29,3348.0,3552
2021-05-30,2948.0,3403
2021-05-31,1818.0,3307
2021-06-01,2483.0,3202
2021-06-02,2896.0,3053
2021-06-03,1963.0,2742
2021-06-04,2556.0,2573
2021-06-05,2434.0,2443
2021-06-06,2275.0,2346
2021-06-07,1270.0,2268
2021-06-08,1894.0,2184
2021-06-09,2198.0,2084
2021-06-10,2078.0,2101
2021-06-11,1892.0,2006
2021-06-12,1722.0,1904
2021-06-13,1390.0,1778
2021-06-14,907.0,1726
2021-06-15,1253.0,1634
2021-06-16,1400.0,1520
2021-06-17,1323.0,1412
2021-06-18,1147.0,1306
2021-06-19,1193.0,1230
2021-06-20,881.0,1158
2021-06-21,484.0,1097
2021-06-22,834.0,1037
2021-06-23,1140.0,1000
2021-06-24,266.0,849
2021-06-25,751.0,793
2021-06-26,838.0,742
2021-06-27,780.0,728
2021-06-28,387.0,714
2021-06-29,677.0,691
2021-06-30,776.0,639
2021-07-01,879.0,727
2021-07-02,794.0,733
2021-07-03,929.0,746
2021-07-04,806.0,750
2021-07-05,480.0,763
2021-07-06,907.0,796
2021-07-07,1010.0,829
2021-07-08,1391.0,902
2021-07-09,1386.0,987
2021-07-10,1394.0,1053
2021-07-11,1391.0,1137
2021-07-12,887.0,1195
2021-07-13,1530.0,1284
2021-07-14,2153.0,1447
2021-07-15,2473.0,1602
2021-07-16,2895.0,1818
2021-07-17,3118.0,2064
2021-07-18,3126.0,2312
2021-07-19,2070.0,2481
2021-07-20,3555.0,2770
2021-07-21,4254.0,3070
2021-07-22,5056.0,3439
2021-07-23,5142.0,3760
2021-07-24,5138.0,4049
2021-07-25,4742.0,4280
2021-07-26,3115.0,4429
2021-07-27,4516.0,4566
2021-07-28,5693.0,4772
2021-07-29,6167.0,4930
2021-07-30,6613.0,5141
2021-07-31,6509.0,5336
2021-08-01,5320.0,5419
2021-08-02,3185.0,5429
2021-08-03,4841.0,5475
2021-08-04,6590.0,5604
2021-08-05,7224.0,5755
2021-08-06,6599.0,5753
2021-08-07,6897.0,5808
2021-08-08,5733.0,5867
2021-08-09,4200.0,6012
2021-08-10,5624.0,6124
2021-08-11,6921.0,6171
2021-08-12,7267.0,6177
2021-08-13,7398.0,6291
2021-08-14,7181.0,6332
2021-08-15,5661.0,6322
2021-08-16,3669.0,6246
2021-08-17,5268.0,6195
2021-08-18,7159.0,6229
2021-08-19,7240.0,6225
2021-08-20,7220.0,6200
2021-08-21,7466.0,6240
2021-08-22,5922.0,6278
2021-08-23,4166.0,6349
2021-08-24,6078.0,6464
2021-08-25,7539.0,6519
2021-08-26,7215.0,6515
2021-08-27,7823.0,6601
2021-08-28,6858.0,6514
2021-08-29,5954.0,6519
2021-08-30,4253.0,6531
2021-08-31,5492.0,6448
2021-09-01,6496.0,6299
2021-09-02,6754.0,6233
2021-09-03,6729.0,6077
2021-09-04,6156.0,5976
2021-09-05,5314.0,5885
2021-09-06,3347.0,5755
2021-09-07,4715.0,5644
2021-09-08,5921.0,5562
2021-09-09,5518.0,5386
2021-09-10,5617.0,5227
2021-09-11,5191.0,5089
2021-09-12,4664.0,4996
2021-09-13,2792.0,4917
2021-09-14,4009.0,4816
2021-09-15,4826.0,4660
2021-09-16,5115.0,4602
2021-09-17,4544.0,4449
2021-09-18,4576.0,4361
2021-09-19,3836.0,4243
2021-09-20,2405.0,4187
2021-09-21,3374.0,4097
2021-09-22,3963.0,3973
2021-09-23,4053.0,3822
2021-09-24,3790.0,3714
2021-09-25,3519.0,3563
2021-09-26,3099.0,3458
2021-09-27,1773.0,3367
2021-09-28,2962.0,3308
2021-09-29,3212.0,3201
2021-09-30,4094.0,3207
2021-10-01,3403.0,3152
2021-10-02,3309.0,3122
2021-10-03,2967.0,3103
2021-10-04,1612.0,3080
2021-10-05,2463.0,3009
2021-10-06,3232.0,3011
2021-10-07,2933.0,2846
2021-10-08,3017.0,2790
2021-10-09,2747.0,2710
2021-10-10,2278.0,2612
2021-10-11,1516.0,2598
2021-10-12,2486.0,2601
2021-10-13,2769.0,2535
2021-10-14,2666.0,2497
2021-10-15,2729.0,2456
2021-10-16,2982.0,2489
2021-10-17,2435.0,2512
2021-10-18,1594.0,2523
2021-10-19,2695.0,2553
2021-10-20,3699.0,2686
2021-10-21,3791.0,2846
2021-10-22,3879.0,3011
2021-10-23,3905.0,3143
2021-10-24,3723.0,3327
2021-10-25,2535.0,3461
2021-10-26,4053.0,3655
2021-10-27,4595.0,3783
2021-10-28,4863.0,3936
2021-10-29,5332.0,4144
2021-10-30,4877.0,4283
2021-10-31,4525.0,4397
2021-11-01,2818.0,4438
2021-11-02,2831.0,4263
2021-11-03,5188.0,4348
2021-11-04,5902.0,4496
2021-11-05,6761.0,4700
2021-11-06,6760.0,4969
2021-11-07,5822.0,5155
2021-11-08,4547.0,5402
2021-11-09,6111.0,5870
2021-11-10,8033.0,6277
2021-11-11,8697.0,6676
2021-11-12,8522.0,6927
2021-11-13,8539.0,7182
2021-11-14,7565.0,7431
2021-11-15,5199.0,7524
2021-11-16,7815.0,7767
2021-11-17,10167.0,8072
2021-11-18,10645.0,8350
2021-11-19,10554.0,8641
2021-11-20,11540.0,9069
2021-11-21,9707.0,9375
2021-11-22,6403.0,9547
2021-11-23,10044.0,9866
2021-11-24,12450.0,10192
2021-11-25,13756.0,10636
2021-11-26,13681.0,11083
2021-11-27,12869.0,11273
2021-11-28,12927.0,11733
2021-11-29,7972.0,11957
2021-11-30,12757.0,12345
2021-12-01,15073.0,12719
2021-12-02,16810.0,13156
2021-12-03,17015.0,13632
2021-12-04,16627.0,14169
2021-12-05,15010.0,14466
2021-12-06,9494.0,14684
2021-12-07,15742.0,15110
2021-12-08,17946.0,15521
2021-12-09,12516.0,14907
2021-12-10,20490.0,15404
2021-12-11,21035.0,16033
2021-12-12,19212.0,16634
2021-12-13,12704.0,17092
2021-12-14,20665.0,17795
2021-12-15,23190.0,18545
2021-12-16,26104.0,20486
2021-12-17,28615.0,21646
2021-12-18,28057.0,22650
2021-12-19,24303.0,23377
2021-12-20,16205.0,23877
2021-12-21,30783.0,25322
2021-12-22,36326.0,27199
2021-12-23,44585.0,29839
2021-12-24,50590.0,32978
2021-12-25,54787.0,36797
2021-12-26,24882.0,36880
2021-12-27,30799.0,38965
2021-12-28,78300.0,45753
2021-12-29,98016.0,54566
2021-12-30,127000.0,66339
2021-12-31,144255.0,79720
2022-01-01,141256.0,92073
2022-01-02,61137.0,97252
2022-01-03,68034.0,102571
2022-01-04,170837.0,115791
2022-01-05,189088.0,128801
2022-01-06,219430.0,142005
2022-01-07,108297.0,136868
2022-01-08,197535.0,144908
2022-01-09,155642.0,158409
2022-01-10,117405.0,165462
2022-01-11,220519.0,172559
2022-01-12,196205.0,173576
2022-01-13,184577.0,168597
2022-01-14,200869.0,181822
2022-01-15,192936.0,181165
2022-01-16,157465.0,181425
2022-01-17,83387.0,176565
2022-01-18,228123.0,177652
2022-01-19,200966.0,178332
2022-01-20,198865.0,180373
2022-01-21,185600.0,178192
2022-01-22,177335.0,175963
2022-01-23,142487.0,173823
2022-01-24,77666.0,173006
2022-01-25,211277.0,170599
2022-01-26,170940.0,166310
2022-01-27,156040.0,160192
2022-01-28,144347.0,154299
2022-01-29,137427.0,148598
2022-01-30,104110.0,143115
2022-01-31,57631.0,140253
2022-02-01,133306.0,129114
2022-02-02,119323.0,121741
2022-02-03,112956.0,115586
2022-02-04,100900.0,109379
2022-02-05,93192.0,103060
2022-02-06,78943.0,99464
2022-02-07,41602.0,97175
2022-02-08,102429.0,92764
2022-02-09,81669.0,87384
2022-02-10,76195.0,82133
2022-02-11,67478.0,77358
2022-02-12,62221.0,72934
2022-02-13,52345.0,69134
2022-02-14,28776.0,67302
2022-02-15,71023.0,62815
2022-02-16,59869.0,59701
2022-02-17,58055.0,57110
2022-02-18,53700.0,55141
2022-02-19,50675.0,53492
2022-02-20,42202.0,52043
2022-02-21,24484.0,51430
2022-02-22,60137.0,49875
2022-02-23,49162.0,48345
2022-02-24,47493.0,46836
2022-02-25,42069.0,45175
2022-02-26,39360.0,43558
2022-02-27,31878.0,42083
2022-02-28,18278.0,41197
2022-03-01,47136.0,39339
2022-03-02,37946.0,37737
2022-03-03,42588.0,37036
2022-03-04,38353.0,36506
2022-03-05,41364.0,36792
2022-03-06,35889.0,37365
2022-03-07,22662.0,37991
2022-03-08,60753.0,39936
2022-03-09,49815.0,41632
2022-03-10,55156.0,43427
2022-03-11,53961.0,45657
2022-03-12,54720.0,47565
2022-03-13,50028.0,49585
2022-03-14,29698.0,50590
2022-03-15,86414.0,54256
2022-03-16,74147.0,57732
2022-03-17,82368.0,61619
2022-03-18,78577.0,65136
2022-03-19,75768.0,68143
2022-03-20,61564.0,69791
2022-03-21,33445.0,70326
2022-03-22,96904.0,71825
2022-03-23,78358.0,72426
2022-03-24,82648.0,72466
2022-03-25,76397.0,72155
2022-03-26,74616.0,71990
2022-03-27,60612.0,71854
2022-03-28,31560.0,71585
2022-03-29,100296.0,72070
2022-03-30,71411.0,71077
2022-03-31,74364.0,69894
2022-04-01,77040.0,69986
2022-04-02,71412.0,69528
2022-04-03,55009.0,68727
2022-04-04,31329.0,68694
2022-04-05,88914.0,67068
2022-04-06,69885.0,66850
2022-04-07,70123.0,66245
2022-04-08,67641.0,64902
2022-04-09,64421.0,63903
2022-04-10,53920.0,63748
2022-04-11,28705.0,63373
2022-04-12,84056.0,62679
2022-04-13,62586.0,61636
2022-04-14,65617.0,60992
2022-04-15,62290.0,60228
2022-04-16,64533.0,60244
