Date,Product_1,Product_2,Product_3,Product_4,Product_5,Product_6,Product_7,Product_8,Product_9,Product_10,Product_11,Product_12,Product_13,Product_14,Product_15,Product_16,Product_17,Product_18,Product_19,Product_20,Product_21,Product_22,Product_23,Product_24,Product_25,Product_26,Product_27,Product_28,Product_29,Product_30,Product_31,Product_32,Product_33,Product_34,Product_35
2017-01-25,151,31,0,0,0,145,14,117,74,37,0,0,0,33,0,0,74,40,0,0,16,0,0,3,62,0,19,0,0,29,36,0,23,49,0
2017-01-26,64,53,0,0,10,240,74,59,127,0,0,0,0,53,0,0,23,36,0,0,16,0,0,0,21,0,44,0,0,25,29,0,3,0,0
2017-01-27,115,36,0,7,0,214,57,45,78,7,0,0,0,67,0,0,15,97,0,31,14,0,0,47,20,0,24,0,0,148,28,0,0,35,0
2017-01-28,193,50,0,4,24,437,103,253,130,17,0,0,0,108,0,0,85,85,0,0,107,0,0,5,120,0,67,0,0,37,38,0,16,33,0
2017-01-29,146,61,0,8,16,121,30,439,192,48,0,0,0,124,0,0,44,52,0,5,120,21,0,126,160,0,57,0,0,79,99,0,0,0,0
2017-01-30,116,30,0,0,0,330,14,108,113,39,0,0,0,67,0,0,27,83,0,0,0,8,0,20,72,0,63,0,0,87,36,0,12,5,0
2017-01-31,81,12,0,0,0,178,51,39,49,18,0,0,0,245,0,0,51,45,0,7,4,0,0,35,59,0,17,0,0,45,38,0,0,0,0
2017-02-01,103,14,6,0,8,247,30,92,71,28,0,0,0,16,0,0,5,69,0,0,48,12,0,8,66,0,35,0,0,34,91,0,15,14,0
2017-02-02,209,75,0,0,0,275,28,39,99,30,0,0,0,97,0,0,12,67,0,0,4,0,0,28,69,0,46,0,0,69,90,0,0,24,0
2017-02-03,132,37,3,0,14,196,77,207,121,42,0,0,0,72,0,0,65,98,0,0,23,0,0,8,179,0,77,0,0,92,25,0,20,12,0
2017-02-04,180,81,0,11,0,249,80,153,92,14,0,0,0,100,0,0,28,94,0,33,68,0,0,39,84,0,93,0,0,80,82,0,34,40,0
2017-02-05,215,112,0,0,0,356,46,231,178,88,0,0,0,37,0,0,76,102,0,0,213,0,0,140,135,0,75,0,0,62,63,0,0,54,3
2017-02-06,78,62,0,10,0,217,35,130,52,39,0,0,0,52,0,0,38,71,0,5,36,0,0,18,30,0,61,0,0,36,30,0,4,31,0
2017-02-07,115,56,0,0,0,287,59,27,186,50,0,0,0,43,0,0,0,109,0,0,1,0,0,37,47,0,23,0,0,37,65,0,18,4,0
2017-02-08,98,37,0,0,0,253,23,67,52,37,0,0,0,37,0,0,0,99,0,0,0,0,0,33,50,0,5,0,0,23,44,0,8,34,0
2017-02-09,58,39,0,7,16,279,15,80,16,29,0,0,0,62,0,0,10,88,0,0,0,0,0,14,46,0,40,0,0,37,69,0,0,19,0
2017-02-10,134,65,0,9,8,374,43,95,87,31,0,0,0,26,0,0,10,157,0,0,6,0,0,21,33,0,35,0,0,32,38,0,0,47,0
2017-02-11,138,119,0,0,18,330,142,74,92,42,0,0,0,81,0,0,62,88,0,0,101,0,0,32,64,0,32,0,0,85,107,0,35,36,0
2017-02-12,106,129,0,0,17,242,157,222,41,99,0,0,0,237,0,0,95,192,0,0,100,9,0,23,130,0,37,0,0,181,101,0,29,29,0
2017-02-13,50,23,0,0,0,289,129,89,36,49,0,0,0,64,0,0,12,48,0,11,0,17,0,17,44,0,9,0,0,23,25,0,72,41,0
2017-02-14,76,42,0,0,0,290,41,53,0,58,0,0,0,21,0,0,21,22,0,2,11,0,0,16,93,0,61,0,0,168,50,0,42,18,0
2017-02-15,112,64,0,0,0,272,32,90,28,14,0,0,0,81,0,0,17,91,0,0,33,0,0,19,38,0,37,0,0,52,52,0,47,7,0
2017-02-16,73,69,0,0,0,234,44,37,24,20,0,0,0,151,0,0,74,123,0,0,0,13,0,5,63,0,34,0,0,56,61,0,10,12,0
2017-02-17,79,82,0,0,13,399,28,120,31,24,0,0,0,126,0,0,58,39,0,0,61,0,0,36,108,0,49,0,0,33,67,0,9,36,0
2017-02-18,63,65,0,0,15,183,55,390,13,134,0,0,0,78,0,0,39,71,0,2,139,7,0,16,137,0,96,0,0,74,25,0,17,38,0
2017-02-19,89,21,0,0,7,241,88,248,7,76,0,0,0,60,0,0,47,117,0,9,19,0,0,31,86,0,65,0,0,47,64,0,10,16,0
2017-02-20,60,20,0,0,0,299,22,107,14,33,0,0,0,111,0,0,8,44,0,0,11,0,0,32,150,0,40,0,0,65,35,0,26,36,0
2017-02-21,68,114,0,0,10,278,100,132,18,27,0,0,0,46,0,0,16,36,0,0,8,0,0,24,80,0,16,0,0,28,3,0,0,16,0
2017-02-22,126,90,9,0,0,180,42,82,0,55,0,0,0,25,0,0,21,52,0,11,0,0,0,11,102,0,17,0,0,143,47,0,0,50,0
2017-02-23,83,57,0,0,0,136,38,141,55,0,0,0,0,106,0,0,44,87,0,6,48,0,0,42,62,0,50,0,0,71,62,0,17,22,0
2017-02-24,159,35,0,0,13,201,84,130,9,12,0,0,0,18,0,0,50,102,0,0,32,0,0,94,124,0,93,0,0,113,94,0,0,13,0
2017-02-25,171,92,0,0,0,446,115,121,24,23,0,0,0,49,0,0,11,126,0,0,143,0,0,38,111,0,18,0,0,114,42,0,12,18,0
2017-02-26,180,94,0,0,31,301,82,329,16,61,0,0,0,131,0,0,63,32,0,0,45,0,0,19,126,0,148,0,0,71,86,0,15,44,0
2017-02-27,93,61,0,0,21,376,40,75,18,5,0,0,0,57,0,0,62,80,0,24,9,0,0,47,24,0,77,0,0,74,37,0,0,0,0
2017-02-28,97,157,0,0,12,197,52,72,0,71,0,0,0,36,0,0,55,110,0,0,11,0,0,9,55,0,5,0,0,44,39,0,18,21,0
2017-03-01,74,22,0,0,10,328,66,83,30,21,0,0,0,52,0,0,35,61,0,13,0,0,0,8,117,0,66,0,0,25,8,0,15,10,0
2017-03-02,172,43,0,0,0,391,22,145,0,34,0,0,0,17,0,0,36,61,0,0,0,0,0,24,128,0,21,0,0,37,39,0,17,37,0
2017-03-03,63,38,0,0,0,412,16,45,0,21,0,0,0,86,17,0,66,89,0,0,36,0,0,10,125,0,96,0,0,110,82,0,0,23,0
2017-03-04,122,163,0,9,0,301,104,282,12,63,0,0,0,58,37,0,110,132,0,22,73,0,0,45,177,0,41,0,0,83,134,0,17,61,0
2017-03-05,117,24,0,0,0,319,152,180,5,102,0,0,0,135,50,0,89,159,0,0,61,0,0,56,120,0,56,0,0,108,57,0,0,40,0
2017-03-06,165,36,0,0,0,290,42,52,3,22,0,0,0,41,15,0,62,42,0,0,20,0,0,0,86,0,6,0,0,50,17,0,14,7,0
2017-03-07,44,11,0,0,0,265,59,70,0,19,0,0,0,56,6,0,52,47,0,0,0,0,0,10,118,0,6,0,0,4,7,0,0,3,0
2017-03-08,148,52,0,0,0,293,79,101,0,0,0,0,0,35,19,0,18,41,0,0,4,0,0,0,78,0,41,0,0,20,0,0,0,38,0
2017-03-09,215,48,0,0,5,239,23,36,0,17,0,0,0,46,54,0,41,60,0,0,39,0,0,22,55,0,24,0,0,30,79,0,11,16,0
2017-03-10,97,70,0,0,0,428,47,107,0,8,0,0,0,82,15,0,99,136,0,0,53,0,0,3,79,0,22,0,0,35,120,0,0,62,3
2017-03-11,108,99,0,0,0,144,45,31,0,26,0,0,0,112,70,0,95,136,0,0,72,0,0,52,107,0,10,0,0,78,32,0,19,13,0
2017-03-12,138,177,0,0,0,381,111,326,15,105,0,0,0,106,73,0,191,227,0,2,92,0,0,30,117,0,67,0,0,128,168,0,32,9,0
2017-03-13,100,53,0,0,0,202,32,36,0,44,0,0,0,75,11,0,18,76,0,0,0,9,0,13,26,0,35,0,0,95,74,0,0,15,0
2017-03-14,34,24,0,0,16,142,11,62,56,27,0,0,0,21,21,0,64,97,0,0,0,0,0,23,127,0,19,0,0,106,44,0,15,0,0
2017-03-15,69,21,0,0,0,205,66,48,137,23,0,0,0,65,47,0,43,90,0,0,0,0,0,18,60,0,24,0,0,66,79,0,23,5,0
2017-03-16,123,66,0,0,12,211,125,37,95,34,0,0,0,61,53,0,0,160,0,0,20,0,0,20,88,0,29,0,0,18,64,0,10,35,0
2017-03-17,110,111,0,0,20,237,68,180,32,29,0,0,0,98,59,0,129,76,0,0,14,0,0,49,113,0,17,0,0,165,32,0,14,32,0
2017-03-18,303,64,0,5,12,177,140,260,83,40,0,0,0,88,82,0,92,98,0,0,124,0,0,27,154,0,5,0,0,174,88,0,0,44,0
2017-03-19,190,95,0,0,13,173,48,221,61,84,0,0,0,34,81,0,32,89,0,0,147,0,0,22,157,0,86,0,0,56,139,7,0,19,0
2017-03-20,115,55,0,0,43,211,51,124,28,63,0,0,0,80,11,0,38,47,0,0,16,0,0,60,125,0,31,0,0,63,193,0,11,3,0
2017-03-21,89,91,0,0,0,227,0,61,23,11,0,0,0,46,38,0,43,57,0,0,0,0,0,25,71,0,10,0,0,38,19,0,0,12,0
2017-03-22,82,39,0,0,0,228,48,66,11,3,0,0,0,9,16,0,21,63,0,0,0,0,0,31,23,0,19,0,0,43,74,20,0,0,0
2017-03-23,152,29,0,0,12,280,35,29,45,109,0,0,0,83,0,0,44,91,0,0,7,0,0,3,117,0,10,0,0,20,17,44,10,34,0
2017-03-24,92,112,0,0,7,245,23,136,18,32,0,0,0,85,104,0,76,108,0,0,9,0,0,11,56,0,79,0,0,91,109,24,0,7,0
2017-03-25,121,60,0,0,0,190,73,137,14,29,0,0,0,69,34,0,24,101,0,0,59,0,0,18,111,0,43,0,0,128,122,32,0,16,0
2017-03-26,143,56,0,0,17,149,96,201,0,33,0,0,0,56,56,0,52,161,0,0,129,0,0,10,152,0,71,0,0,60,94,42,0,2,0
2017-03-27,66,62,0,0,0,330,20,53,5,45,0,0,0,71,14,0,41,71,0,0,0,0,0,15,56,0,33,0,0,49,49,10,2,0,0
2017-03-28,70,48,0,0,0,157,40,118,0,36,0,0,0,45,31,0,69,29,0,13,0,0,0,46,90,0,38,0,0,32,21,16,8,19,2
2017-03-29,113,15,0,0,0,256,19,88,18,8,0,0,0,31,17,0,34,148,0,0,0,0,0,9,114,0,36,0,0,25,86,8,0,12,15
2017-03-30,67,48,0,3,0,160,19,83,29,41,0,0,0,24,48,0,97,136,0,0,11,0,0,0,51,0,15,0,0,69,32,24,0,27,0
2017-03-31,122,71,0,0,0,272,101,109,0,25,0,0,0,97,79,0,43,106,0,0,20,0,0,7,99,0,22,0,0,55,78,56,24,23,0
2017-04-01,165,37,0,0,34,184,128,194,34,39,0,0,0,132,44,0,81,205,0,8,43,0,0,46,237,0,16,0,0,98,85,0,0,27,15
2017-04-02,143,126,0,0,32,202,51,144,4,21,0,0,0,68,79,0,98,77,0,0,73,0,0,68,135,0,39,0,0,45,204,20,17,17,0
2017-04-03,159,55,0,0,0,300,58,94,50,5,0,0,0,38,25,0,18,114,0,0,0,0,0,21,73,0,52,0,0,53,104,15,0,28,0
2017-04-04,76,32,0,0,1,335,28,150,19,13,0,0,0,37,57,0,16,132,0,0,13,0,0,1,53,0,25,0,0,153,121,11,0,34,0
2017-04-05,93,80,0,0,6,378,48,181,2,38,0,0,0,78,26,0,62,100,0,0,0,0,0,11,91,0,29,0,0,38,47,0,0,15,25
2017-04-06,94,33,0,0,0,128,29,169,0,16,0,0,0,42,14,0,56,64,0,17,0,0,0,11,56,0,42,0,0,38,38,5,0,19,0
2017-04-07,165,32,0,0,0,188,78,116,15,64,0,0,0,125,50,0,148,114,0,0,42,0,0,0,139,0,46,0,0,96,153,67,12,45,2
2017-04-08,172,104,0,0,37,295,55,207,4,90,0,0,0,103,44,0,80,107,0,0,167,0,0,12,171,0,63,0,0,119,166,18,0,19,0
2017-04-09,104,78,0,0,5,243,104,306,0,81,0,0,0,34,27,0,118,147,0,0,26,0,0,24,140,0,39,0,0,63,117,25,0,65,0
2017-04-10,222,62,0,0,0,324,19,138,0,28,0,0,0,168,51,0,57,153,0,0,38,0,0,62,40,0,56,0,0,105,38,25,0,11,0
2017-04-11,88,54,0,0,0,186,76,163,0,33,0,0,0,45,65,0,56,58,0,0,71,0,0,11,64,0,0,0,0,29,139,49,12,39,0
2017-04-12,138,52,0,0,0,243,62,198,0,59,0,0,0,69,79,0,67,192,0,16,89,16,0,23,127,0,33,0,0,42,133,33,0,32,2
2017-04-13,162,92,0,0,13,249,89,391,0,115,0,0,0,26,51,0,109,109,0,0,62,0,0,46,106,0,66,0,0,64,128,135,11,20,7
2017-04-14,173,193,0,0,29,231,65,294,9,60,0,0,0,27,128,0,92,125,0,0,77,0,0,30,128,0,71,0,0,57,128,0,52,40,0
2017-04-15,127,130,0,0,18,153,84,197,11,53,0,0,0,41,11,0,82,121,0,0,35,0,0,31,124,0,43,0,0,64,238,34,0,42,0
2017-04-16,171,95,0,17,19,179,40,145,17,39,0,0,0,24,13,0,126,143,0,0,45,0,0,18,193,0,20,0,0,61,27,49,8,6,0
2017-04-17,53,61,0,0,0,316,56,84,26,71,0,0,0,28,60,0,38,93,0,0,23,0,0,41,79,0,79,0,0,103,145,0,0,20,3
2017-04-18,72,15,0,2,13,145,30,119,32,23,0,0,0,20,20,0,17,78,0,0,17,0,0,23,100,0,27,0,0,31,127,15,0,37,0
2017-04-19,89,86,0,0,0,282,40,55,87,10,0,0,0,15,7,0,49,63,0,0,22,0,0,42,74,0,27,0,0,47,65,0,6,8,4
2017-04-20,70,54,0,0,6,84,52,76,116,61,0,0,0,25,10,0,71,110,0,5,8,0,0,9,92,0,20,0,0,6,58,19,24,3,16
2017-04-21,83,97,0,0,26,178,104,93,92,79,0,0,0,19,26,0,26,65,0,0,33,0,0,27,253,0,27,0,0,130,159,64,0,0,5
2017-04-22,147,95,0,0,0,346,105,193,180,2,0,0,0,54,65,0,128,201,0,0,136,0,0,6,78,0,15,0,0,46,116,0,30,8,0
2017-04-23,142,53,0,0,0,392,70,254,123,35,0,0,0,66,26,0,126,87,0,0,95,0,0,27,122,0,31,0,0,96,101,5,0,22,2
2017-04-24,178,34,0,0,0,303,6,64,69,74,0,0,0,13,47,0,53,76,0,0,0,0,0,8,151,0,57,0,0,20,70,38,10,12,0
2017-04-25,32,33,0,0,0,238,36,70,27,75,0,0,0,43,19,0,32,95,0,27,12,0,0,0,76,0,6,0,0,59,35,0,7,10,0
2017-04-26,62,44,0,0,0,162,29,49,55,18,0,0,0,118,38,0,82,100,0,0,0,0,0,17,70,0,27,0,0,23,97,0,0,8,0
2017-04-27,93,40,0,0,5,320,15,147,75,51,0,0,0,64,74,0,96,27,0,0,7,0,0,0,111,0,65,0,0,24,125,26,16,15,6
2017-04-28,81,10,0,0,20,229,74,79,157,78,0,0,0,66,83,0,101,121,0,0,37,18,0,45,92,0,90,0,0,72,106,6,0,73,8
2017-04-29,153,166,0,0,26,259,52,113,195,185,0,0,0,41,40,0,124,263,0,0,125,0,0,29,147,0,133,0,0,57,94,9,0,22,0
2017-04-30,198,122,0,0,0,195,194,294,176,202,0,0,0,70,89,0,182,198,0,0,145,0,0,54,142,0,197,0,0,338,341,75,35,60,0
2017-05-01,100,102,0,5,17,139,60,270,121,79,0,0,0,72,49,0,42,164,0,10,41,31,0,45,101,0,134,0,0,67,132,20,16,60,0
2017-05-02,67,132,0,0,0,233,69,154,128,14,0,0,0,74,39,0,28,39,0,0,14,0,0,23,54,0,76,0,0,46,107,15,5,11,0
2017-05-03,76,56,0,0,29,202,102,91,99,124,0,0,0,46,7,0,66,117,0,0,13,0,0,11,54,0,16,0,0,45,107,18,7,10,0
2017-05-04,60,57,0,0,0,276,57,63,52,34,0,0,0,98,24,0,76,109,0,13,1,0,0,0,73,0,87,0,0,74,184,8,18,2,11
2017-05-05,79,100,0,0,0,229,111,245,86,53,0,0,0,48,8,0,80,114,0,0,47,0,0,15,135,0,52,0,0,54,119,7,5,5,0
2017-05-06,143,153,0,0,0,179,65,141,162,96,0,0,0,23,80,0,163,139,0,4,158,0,0,39,113,0,148,0,0,29,215,54,14,25,0
2017-05-07,87,82,0,0,27,208,102,288,102,78,0,0,0,132,91,0,93,227,0,16,76,0,0,46,150,0,53,0,0,46,118,33,0,14,8
2017-05-08,23,61,0,0,0,168,26,131,75,51,0,0,0,25,18,0,68,59,0,0,0,0,0,8,46,0,98,0,0,55,39,22,0,14,0
2017-05-09,86,46,0,0,0,129,31,46,70,11,0,0,0,53,42,0,71,63,0,0,0,0,0,65,101,0,8,0,0,34,45,0,23,7,0
2017-05-10,162,57,0,0,0,163,87,111,176,7,0,0,0,54,14,0,134,271,0,5,0,0,0,18,75,0,11,0,0,50,115,12,39,18,14
2017-05-11,72,57,0,0,0,149,32,105,110,30,0,0,0,0,39,0,52,62,0,11,0,0,0,16,110,0,14,0,0,45,67,10,16,36,0
2017-05-12,148,55,0,0,0,250,65,131,114,89,0,0,0,43,0,0,35,68,0,29,10,2,0,40,121,0,36,0,0,45,284,10,0,40,0
2017-05-13,167,90,0,0,0,365,80,157,100,112,0,0,0,62,37,0,34,138,0,23,33,0,0,29,183,0,44,0,0,50,156,29,2,3,0
2017-05-14,145,59,0,0,15,192,37,245,236,135,0,0,0,42,48,0,46,202,0,14,47,0,0,21,146,0,52,0,0,108,157,22,13,14,4
2017-05-15,146,39,0,0,2,311,36,114,112,34,0,0,0,135,33,0,129,133,0,12,2,0,0,33,53,0,118,0,0,67,99,0,21,28,0
2017-05-16,58,34,0,0,19,208,36,105,116,5,0,0,0,34,29,3,120,72,0,0,0,0,0,19,50,0,14,0,0,42,43,17,15,5,6
2017-05-17,87,84,0,0,0,200,29,65,110,58,0,0,0,60,34,69,81,41,0,0,0,0,0,0,107,2,32,0,0,27,106,0,7,9,0
2017-05-18,92,49,0,0,0,222,58,30,58,7,0,0,0,40,55,48,18,52,0,21,0,0,0,7,111,8,32,0,0,57,94,0,18,30,3
2017-05-19,222,73,0,0,13,271,3,96,97,71,0,0,0,50,33,80,64,70,0,31,9,0,0,12,86,32,67,0,0,34,90,0,8,0,0
2017-05-20,144,90,0,0,16,249,100,220,245,85,0,0,0,56,40,41,96,144,0,23,8,0,0,49,97,11,145,0,0,120,108,0,11,40,0
2017-05-21,167,74,0,0,0,218,94,219,174,76,0,0,0,68,32,42,102,85,0,0,0,0,0,23,71,5,49,0,0,44,161,75,15,27,0
2017-05-22,84,59,0,0,0,254,14,95,127,68,0,0,0,36,57,42,17,54,0,0,0,0,0,1,132,91,23,0,0,35,72,6,12,0,9
2017-05-23,82,48,0,0,0,173,17,53,82,11,0,0,0,9,33,38,40,79,0,32,0,0,0,13,111,0,70,0,0,24,95,40,0,25,0
2017-05-24,116,9,0,0,0,230,16,43,132,15,0,0,0,47,38,59,39,44,0,0,17,0,0,29,105,0,21,0,0,29,89,9,0,3,0
2017-05-25,99,82,0,0,0,156,53,76,215,5,0,0,0,67,25,58,80,124,0,0,0,0,0,4,151,20,95,0,0,76,162,0,18,0,0
2017-05-26,75,77,0,0,0,232,41,64,95,10,0,0,0,43,37,9,127,41,0,11,21,0,0,70,87,40,104,0,0,43,142,26,0,10,13
2017-05-27,235,58,0,0,13,195,12,175,194,188,0,0,0,117,26,30,46,112,0,13,32,0,0,33,229,48,76,0,0,112,153,15,0,44,0
2017-05-28,164,91,0,0,3,187,59,114,261,82,0,0,0,104,62,30,89,208,0,15,7,0,0,22,111,34,23,0,0,96,178,29,69,26,2
2017-05-29,78,57,0,0,0,307,21,38,99,26,0,0,0,67,58,11,53,57,0,0,0,0,0,32,90,15,67,0,0,81,83,0,5,16,3
2017-05-30,184,46,0,0,0,218,48,46,19,18,0,0,0,45,31,0,47,24,0,9,0,0,0,18,138,0,46,0,0,20,80,26,0,0,0
2017-05-31,140,71,0,0,12,461,51,30,32,55,0,0,0,21,26,33,33,269,0,0,0,0,0,11,156,27,53,0,0,68,122,0,0,0,14
2017-06-01,59,37,0,0,0,325,91,116,28,5,0,0,0,8,19,32,9,57,0,0,0,0,0,5,88,43,66,0,0,60,55,0,11,32,10
2017-06-02,151,42,0,12,10,146,176,105,33,20,0,0,0,64,16,89,97,73,0,4,0,1,0,26,160,0,67,0,0,118,197,3,2,9,0
2017-06-03,170,72,0,0,20,191,49,183,55,108,0,0,0,53,5,61,111,165,0,0,15,0,0,29,233,10,94,0,0,65,400,19,18,7,0
2017-06-04,190,154,0,0,33,231,105,248,33,135,0,0,0,102,17,4,27,167,0,10,0,0,0,46,158,3,13,0,0,133,505,24,0,56,7
2017-06-05,70,61,0,0,0,240,62,158,38,123,0,0,0,8,28,21,46,89,0,2,0,0,0,7,89,22,44,0,0,24,144,15,0,7,14
2017-06-06,42,54,0,0,23,214,88,18,10,10,0,0,0,47,7,11,131,103,0,0,0,0,0,3,41,25,83,0,0,120,80,4,18,26,0
2017-06-07,103,53,0,0,0,195,21,55,28,10,0,0,0,49,20,1,36,174,0,0,0,0,0,10,80,11,31,0,0,0,75,18,0,0,8
2017-06-08,88,69,0,10,12,273,47,59,3,50,0,0,0,34,12,24,87,146,0,13,0,0,0,7,139,14,43,0,0,21,147,1,27,14,0
2017-06-09,156,47,0,11,0,211,39,56,24,33,0,0,0,93,31,81,103,110,0,0,0,0,0,19,247,23,183,0,0,23,203,30,12,39,0
2017-06-10,210,97,0,12,8,131,62,214,9,137,0,0,0,45,33,11,55,91,0,16,13,16,0,32,187,70,57,0,0,55,315,94,25,37,0
2017-06-11,186,126,0,5,0,93,75,264,23,31,0,0,0,58,35,26,29,220,0,28,0,12,0,29,210,2,43,0,0,54,193,0,34,2,6
2017-06-12,149,39,0,0,0,108,62,102,0,22,0,0,0,70,33,19,24,90,0,0,0,0,0,36,134,13,29,0,0,39,54,15,0,32,9
2017-06-13,140,109,0,21,19,244,57,0,25,19,0,0,0,61,36,14,24,61,0,21,0,0,0,14,50,24,20,0,0,11,110,24,33,5,0
2017-06-14,85,88,0,21,13,264,111,162,30,17,0,0,0,0,10,25,32,138,0,0,0,0,0,34,180,0,51,0,20,66,118,7,0,42,0
2017-06-15,76,87,0,7,0,236,88,71,20,35,0,0,0,49,65,90,85,168,0,2,0,0,0,0,195,1,106,0,32,59,265,6,7,14,0
2017-06-16,170,67,0,0,0,191,19,128,21,45,0,0,0,33,0,25,73,120,0,26,0,23,0,46,126,22,56,0,23,29,185,0,0,16,0
2017-06-17,90,108,0,30,53,272,46,209,0,117,0,0,0,53,31,77,79,131,0,4,24,0,0,47,135,6,70,0,8,49,325,15,20,33,0
2017-06-18,180,95,0,9,19,155,108,300,6,119,0,0,0,74,29,8,90,210,0,29,0,335,0,60,220,33,55,0,32,53,270,1,0,13,5
2017-06-19,172,29,0,0,11,244,74,223,12,55,0,0,0,14,6,9,22,82,0,0,0,0,0,33,166,31,98,0,51,66,202,3,14,15,0
2017-06-20,103,63,0,0,0,299,23,98,0,2,0,0,0,21,10,45,21,92,0,0,0,5,0,39,189,0,21,0,24,34,89,11,0,38,0
2017-06-21,56,47,0,0,0,294,30,92,0,22,0,0,0,29,11,20,35,76,0,17,0,2,0,15,116,0,32,0,8,28,255,26,0,13,15
2017-06-22,123,109,0,6,0,231,12,93,0,36,0,0,0,4,42,30,0,56,0,0,0,0,0,0,123,0,24,0,24,6,355,25,0,24,0
2017-06-23,136,12,0,15,0,139,112,162,0,29,0,0,0,87,26,70,21,56,0,0,0,0,0,21,149,45,25,0,27,74,237,109,7,33,15
2017-06-24,148,67,0,0,13,343,59,198,0,142,0,0,0,37,44,43,21,57,0,5,18,13,0,21,159,17,23,0,30,85,196,46,0,38,0
2017-06-25,139,49,0,2,14,184,128,407,0,89,0,0,0,32,47,44,32,139,0,0,41,19,0,0,192,12,81,0,17,58,294,29,8,8,0
2017-06-26,184,60,0,13,0,230,69,36,0,67,0,0,0,31,35,45,59,87,0,0,0,8,0,2,71,0,67,0,3,35,152,15,8,22,7
